task_id,source_url,evidence,starter_sha256,reference_sha256,source_different,removed_directive_count,starter_valid,reference_valid,validity_rescue,starter_latency,reference_latency,starter_ii,reference_ii,starter_clock_ns,reference_clock_ns,starter_normalized_footprint,reference_normalized_footprint,performance_ratio,area_ratio,positive_performance_factor,positive_area_factor,source_factor,validity_factor,evidence_ratio,current_signed_hardware_ratio,current_score,final_reference_score,raw_hardware_metrics_identical,pareto_class,api_request_count,starter_LUT,starter_FF,starter_DSP,starter_BRAM_18K,starter_URAM,reference_LUT,reference_FF,reference_DSP,reference_BRAM_18K,reference_URAM
amd_intro__interface_memory_manual_burst_manual_burst_example_auto_burst_inference_failure,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Interface/Memory/manual_burst/manual_burst_example/auto_burst_inference_failure,runs/qhw_reference_study_20260801/raw/amd_intro__interface_memory_manual_burst_manual_burst_example_auto_burst_inference_failure/evidence.json,f96b029963d744cb113717bb6bdf7f306265c42c8474072ee35d866b4824815c,f263ee576a9433d949e39cb1a22abbdf09205e6ea5265589addc7d84801cd014,True,2,True,True,False,,,,,3.65,3.65,0.006024228849615447,0.006024228849615447,1.0,1.0,1.0,1.0,1.01,1.0,1.01,,,75.24813742234102,True,identical_hardware_metrics,0,1753,1208,0,17,0,1753,1208,0,17,0
amd_intro__interface_memory_manual_burst_manual_burst_example_manual_burst_inference_success,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Interface/Memory/manual_burst/manual_burst_example/manual_burst_inference_success,runs/qhw_reference_study_20260801/raw/amd_intro__interface_memory_manual_burst_manual_burst_example_manual_burst_inference_success/evidence.json,cd37326fddc131986ba4654ca23711ef97cd0be1d173fb851048532c9d280752,96134d6be69f0ea0bd27d454a1330d3b168937d94754f92e70a2d6ec6f9fc8b7,True,2,True,True,False,,,,,3.65,3.65,0.00691248363606611,0.00691248363606611,1.0,1.0,1.0,1.0,1.01,1.0,1.01,,,75.24813742234102,True,identical_hardware_metrics,0,2615,1800,0,17,0,2615,1800,0,17,0
amd_intro__interface_memory_max_widen_port_width,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Interface/Memory/max_widen_port_width,runs/qhw_reference_study_20260801/raw/amd_intro__interface_memory_max_widen_port_width/evidence.json,cc6a800c11b60d14b19d6f2ecfc56532370d7adeeb5e3d93c3b7ca1c0bd17bbc,e2689b66cb53647c821ffe1c2dbfb13acc8240cef28dca2f4ef6a63033c03030,True,1,True,True,False,81,81,64,64,3.65,3.65,0.001573494518082147,0.001573494518082147,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,75.0,75.24813742234102,True,identical_hardware_metrics,0,1188,1080,0,1,0,1188,1080,0,1,0
amd_intro__interface_memory_ram_uram,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Interface/Memory/ram_uram,runs/qhw_reference_study_20260801/raw/amd_intro__interface_memory_ram_uram/evidence.json,762bf4f9700ca4091d99313fd97c3e59a70707a9541f1c6fcfeb488c9f58a482,cf9213122394fc90fda33d06c9cf277b6bf9adf25749ef4fa41376e707007c0a,True,3,True,True,False,1,1,2,2,2.983,2.44,0.014227417771232204,0.008607173539518901,1.0,1.652972105797053,1.0,1.2537746545042898,1.01,1.0,1.2663124010493327,0.3922920489483754,48.41311385979079,80.53024665772003,False,tradeoff,0,45,146,0,57,0,282,150,0,0,8
amd_intro__interface_streaming_axi_stream_to_master,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Interface/Streaming/axi_stream_to_master,runs/qhw_reference_study_20260801/raw/amd_intro__interface_streaming_axi_stream_to_master/evidence.json,a6506cc290cbbce208464556dbabd35aa8cd08cc5dbef8791c719e197d5a9a61,0c1273bca2b53208be6e16e1422245a95beff2999e85b8912434d98d26a4c275,True,3,True,True,False,,,,,3.65,3.65,0.0027684452217313043,0.0028984617902143676,1.0,0.9551429075666407,1.0,1.0,1.01,1.0,1.01,,,75.24813742234102,False,starter_dominates,0,2056,1813,0,2,0,2221,1822,0,2,0
amd_intro__misc_initialization_and_reset_static_array_of_struct_with_array_ram,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Misc/initialization_and_reset/static_array_of_struct_with_array_RAM,runs/qhw_reference_study_20260801/raw/amd_intro__misc_initialization_and_reset_static_array_of_struct_with_array_ram/evidence.json,66f8c8a55c9b7226c9ce2f05f4ec260f8fbdc53293c7d136906f1f4a950477f1,cc2b82a27e302fae894f35f84fd0ba01b1f8e2c4d6ef86bf34d4a47f878c8119,True,1,True,True,False,1,1,2,2,2.31,3.272,0.0003325202503681885,0.0009315936426116838,1.0,0.3569370118059682,1.0,1.0,1.01,1.0,1.01,0.6099516849811151,61.418925914942044,75.24813742234102,False,tradeoff,0,377,113,0,0,0,236,17,0,3,0
amd_intro__misc_initialization_and_reset_static_array_ram,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Misc/initialization_and_reset/static_array_RAM,runs/qhw_reference_study_20260801/raw/amd_intro__misc_initialization_and_reset_static_array_ram/evidence.json,d4a7cd123f55a34c602d4e86b1947bbba1a71bd6756e912a68d70c36d898fb9f,5f9553c3a72d3a9a9fe4c7eb3a5dcf4b560d5d5ac52b536af6283a1dd6ea718f,True,3,True,True,False,1,12,2,13,2.94,3.434,0.00018792955326460482,0.0015669745131729669,0.08333333333333333,0.11993146829435966,1.0,1.0,1.01,1.0,1.01,0.21302506441693136,32.038892014544714,75.24813742234102,False,starter_dominates,0,214,62,0,0,0,319,85,0,1,1
amd_intro__misc_initialization_and_reset_static_array_rom,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Misc/initialization_and_reset/static_array_ROM,runs/qhw_reference_study_20260801/raw/amd_intro__misc_initialization_and_reset_static_array_rom/evidence.json,6e21241711545fa3f1e5c5966d133b138dfc54e165628c07f83fac297832319b,dd0c0cf9ce29722301775368b89f5c9d70094c20ad448950959fc40b880e33bf,True,2,True,True,False,1,1,2,2,1.359,1.879,3.14494354442808e-05,0.0002740958926525937,1.0,0.11473880919989919,1.0,1.0,1.01,1.0,1.01,1.0696048490226298,76.65331985032225,75.24813742234102,False,tradeoff,0,36,10,0,0,0,31,6,0,1,0
amd_intro__misc_rtl_as_blackbox,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Misc/rtl_as_blackbox,runs/qhw_reference_study_20260801/raw/amd_intro__misc_rtl_as_blackbox/evidence.json,7caa7c34285fd34f33e03f3194528419eda9898629b9acbdbf2c30af3adf8e3f,dd0824663e7fe8b5c66a5bf1d47ed99ec6b41b9e78a59b222924d82e25bcd1cb,True,1,True,True,False,0,0,1,1,2.32,2.247,9.434830633284242e-05,9.281418753068237e-05,1.0,1.0165289254417487,1.0,1.007404493004757,1.01,1.0,1.0174785379348046,1.0074044930841763,75.1840893810471,75.43130136115523,False,reference_dominates,0,123,0,0,0,0,121,0,0,0,0
amd_intro__modeling_conditional_control_of_pragmas_using_template_function,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Modeling/conditional_control_of_pragmas/using_template_function,runs/qhw_reference_study_20260801/raw/amd_intro__modeling_conditional_control_of_pragmas_using_template_function/evidence.json,87fc6896f9390031ca829a4e78e453fefa270689f65d75749969fdbebb0cb2cf,8aac9e0b411376cd46ff3c9d904458b4f026280b78279272dbcb49ddc44bb294,True,1,True,True,False,34,17,35,18,1.579,1.579,0.00022014604810996564,0.0005154639175257732,2.0,0.4270833344447917,1.4640856959456254,1.0,1.01,1.0,1.4787265529050817,0.9828099661311647,74.56464439518756,83.72418436180698,False,tradeoff,0,259,56,0,0,0,628,88,0,0,0
amd_intro__modeling_free_running_kernel_remerge_ii4to1,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Modeling/free_running_kernel_remerge_ii4to1,runs/qhw_reference_study_20260801/raw/amd_intro__modeling_free_running_kernel_remerge_ii4to1/evidence.json,4ad863deca5b42917423622073266f75e56407f965e91075d02a9869ada3ac0f,28a12274d45c2ca96d88c7907e0237932ea1f731e634a9b11972d4641cd31ea1,True,5,True,True,False,136,78,137,75,2.864,2.864,0.0005963886843397153,0.0005668568973981344,1.7435897435897436,1.0520974288661458,1.3576704579254264,1.0231167190794908,1.01,1.0,1.4029458979488503,1.2480757765247126,80.21308409824775,82.68143059701146,False,tradeoff,0,707,141,0,0,0,654,170,0,0,0
amd_intro__modeling_using_array_stencil_2d,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Modeling/using_array_stencil_2d,runs/qhw_reference_study_20260801/raw/amd_intro__modeling_using_array_stencil_2d/evidence.json,871cf1687e3585c7016b43013f6924bdb7866115f06e1d0a2905e87aedc10bf3,1b2b6c1486248f2e369984db23e4130b92f95b21b3446e830a8bc971d2d73396,True,2,True,True,False,20523490,44991,20523491,44992,3.65,3.65,0.012108701782972457,0.03345247234669257,456.16878931341824,0.3619673206248887,29.00808520105889,1.0,1.01,1.0,29.29816605306948,6.034954156379405,97.97941345533548,99.89106503027003,False,tradeoff,0,8464,3788,4,15,0,14070,11532,131,15,0
amd_intro__pipelining_functions_function_instantiate,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Pipelining/Functions/function_instantiate,runs/qhw_reference_study_20260801/raw/amd_intro__pipelining_functions_function_instantiate/evidence.json,9a227356ea300f92891fdba21c13afcd47b1342330f84303eeb77f3c589f339a,ad3b69f6ba7da0590ec4e3b195ade533ce1fab320be5ddde89c8757701e62efc,True,2,True,True,False,0,0,1,1,0.705,0.705,2.301178203240059e-05,2.301178203240059e-05,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,75.0,75.24813742234102,True,identical_hardware_metrics,0,30,0,0,0,0,30,0,0,0,0
amd_intro__pipelining_loops_using_free_running_pipeline,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Pipelining/Loops/using_free_running_pipeline,runs/qhw_reference_study_20260801/raw/amd_intro__pipelining_loops_using_free_running_pipeline/evidence.json,b237fee1a2956444a29c6a529e5ad4c6c032fadf7eb45e99b8b3319f42c93186,912f934b53f0dc3c582be77f1268d8e9bd908f257af65c1e7d0c0ca7809c495d,True,5,True,True,False,77,51,78,8,6.179,3.61,0.0028196369165126023,0.011776769067464669,1.8658156862745099,0.23942363997464347,1.4092167837294562,1.0,1.01,1.0,1.4233089515667507,0.5242865031859903,56.96054219255481,82.97126344010728,False,tradeoff,0,2631,1223,3,0,0,8054,6797,27,0,0
amd_intro__task_level_parallelism_control_driven_channels_merge_split_merge_load_balance,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/merge_split/merge_load_balance,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_merge_split_merge_load_balance/evidence.json,26fe78a1694d5b5544014df9b1ca2c4c48ebda7bf7313a5edb9df2d7c6181ad8,594e00959de2e60add46b56a9277b20af752a5a20693f6a818e493b925f6c06e,True,6,False,True,True,,65,,64,,2.856,,0.00033788966617574864,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,422,37,0,0,0
amd_intro__task_level_parallelism_control_driven_channels_merge_split_merge_round_robin,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/merge_split/merge_round_robin,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_merge_split_merge_round_robin/evidence.json,1e079df5c40cfd4ead012d07bd33cd52bfd689a04ec54f835a34a28cca38f5a2,96a548c2cddcda9164e0062df2cc0fcb038f60e4bc96615e7ab56aa1dad74dbf,True,6,False,True,True,,65,,64,,2.856,,0.00033788966617574864,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,422,37,0,0,0
amd_intro__task_level_parallelism_control_driven_channels_merge_split_split_load_balance,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/merge_split/split_load_balance,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_merge_split_split_load_balance/evidence.json,1e25b788fd26a4a50564a85e7c7ebc9e185901eb324aa248da3c29a2f8a9f6fd,4b2ecb194124c04daaeb0da14a86d0266a9c0f5689f6d52eb5929f5abefb71b9,True,6,False,True,True,,17,,16,,2.856,,0.00027844256259204717,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,350,26,0,0,0
amd_intro__task_level_parallelism_control_driven_channels_merge_split_split_round_robin,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/merge_split/split_round_robin,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_merge_split_split_round_robin/evidence.json,65c773fe7dcb14d8197596e68de57e9a48b8f6e90939a4c919d3258ab0419098,e8a338c8bb048c990a2858660530085287882942f5528cbad6a5599245e4d41c,True,6,False,True,True,,17,,16,,2.856,,0.00027844256259204717,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,350,26,0,0,0
amd_intro__task_level_parallelism_control_driven_channels_simple_fifos,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/simple_fifos,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_simple_fifos/evidence.json,9e79f58e5075388d36505715f37c3c503787766597f1cfd509c036f795bf156e,2f929c89779a31e368074d7974cda6255bcf6be54df12971fe657109a6c20a6c,True,9,True,True,False,311,308,312,100,1.843,1.843,0.00047480976926853215,0.0004157461953853707,1.0097402597402598,1.1420664203224922,1.0053454573097407,1.0616004967118466,1.01,1.0,1.0779479892154895,1.0222435731923685,75.54694795217489,76.84042134469013,False,reference_dominates,0,564,110,0,0,0,489,106,0,0,0
amd_intro__task_level_parallelism_control_driven_channels_using_fifos,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/using_fifos,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_using_fifos/evidence.json,c1ea040d69c9e7f4d553d9e8da63e453f27192e82f519e646385698f5714085c,a92c32f8145b43204c5197ca7e5db5ba739e9a37d8898630edbcea371531265f,True,7,True,True,False,198,57,199,44,3.65,3.65,0.013608912207494682,0.0142321479708722,3.473684210526316,0.9562092971061534,1.9835113230418953,1.0,1.01,1.0,2.0033464362723143,1.9359534451460731,88.39883321635791,88.91363589089444,False,tradeoff,0,9240,11830,0,8,0,9752,12431,0,8,0
amd_intro__task_level_parallelism_control_driven_channels_using_stream_of_blocks,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Channels/using_stream_of_blocks,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_channels_using_stream_of_blocks/evidence.json,6e2f6a8ec54e87e73ec4943db5c1d5bd306e53e9defd692e113fc0596f158c27,0c9ff8254dc0dc8a5d5e7292f25ca844277669bccabce5305e35e185c2c68265,True,9,False,True,True,,258,,100,,2.8,,0.0014708364015709378,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,1791,253,0,0,0
amd_intro__task_level_parallelism_control_driven_patterns_using_stream_as_sync,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Control_driven/Patterns/using_stream_as_sync,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_control_driven_patterns_using_stream_as_sync/evidence.json,c5596aeac62e42fda3672581d8d67f0ff9ca60a1c2069df03a6c57179508ee2e,0c3b0a44ddbd19be3395a42170d43fb368dd14aa3b04fa8ac87d533640e50ed7,True,5,True,True,False,,,,,3.65,3.65,0.0023275139093438062,0.002442572819505809,1.0,0.9528943787484803,1.0,1.0,1.01,1.0,1.01,,,75.24813742234102,False,tradeoff,0,1961,1500,0,1,0,1955,1812,0,1,0
amd_intro__task_level_parallelism_data_driven_mixed_control_and_data_driven,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Data_driven/mixed_control_and_data_driven,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_data_driven_mixed_control_and_data_driven/evidence.json,9407695544c7889ca3c732ca908547ad5ba0c1a3eb12e5904735012fb76a6f4a,84c2e2c2258ea79565e3312b7fcba0fc1ca725724036220d09bcf815bb9f6fdb,True,2,False,True,True,,,,,,2.856,,0.00035016261659302897,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,402,109,0,0,0
amd_intro__task_level_parallelism_data_driven_unique_task_regions,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Data_driven/unique_task_regions,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_data_driven_unique_task_regions/evidence.json,c8ef6020e53652d5fd4f5d357f8d2383a7f510a78d95c4092d3aa3ea93198618,9b1bd7b5f3780f48dfa8286f867e4f56ec3766ede9ed88e7a65d9f76fbfa34d4,True,3,False,True,True,,,,,,2.826,,0.0016610671330387827,1.0,1.0,1.0,1.0,1.01,2.0,2.02,,,89.0355686154116,False,reference_validity_rescue,0,,,,,,1722,887,0,0,0
amd_intro__task_level_parallelism_data_driven_using_directio_none_in_tasks,https://github.com/Xilinx/Vitis-HLS-Introductory-Examples/tree/aa5c160faf5d5ebf58674df8f0591f9984ebae0f/Task_level_Parallelism/Data_driven/using_directio_none_in_tasks,runs/qhw_reference_study_20260801/raw/amd_intro__task_level_parallelism_data_driven_using_directio_none_in_tasks/evidence.json,5fae0820d8ca9ebd42b0d1585411c4251fa53c77a70ee9e4a82c4bd4d28cdc27,bdc2b542b7a89aba184c186aaae13d370b9de655c82d0752a7bd4f47e5701868,True,1,True,True,False,0,1,1,1,1.76,1.76,0.00011429185076092293,0.00014152245949926364,1.0,0.8075880772403445,1.0,1.0,1.01,1.0,1.01,0.2690126621124983,37.90336177722806,75.24813742234102,False,starter_dominates,0,148,2,0,0,0,166,37,0,0,0
